course,institution,category
Diploma in Clinical Medicine and Surgery,Kisii University - Kisii Town Campus,certificate
Diploma in Clinical Medicine and Surgery,Mount Kenya University - Main Campus,certificate
Diploma in Clinical Medicine and Surgery,Egerton University - Njoro Campus,certificate
Diploma in Clinical Medicine and Surgery,Egerton University - Nakuru Town Campus,certificate
Diploma in Clinical Medicine and Surgery,Kisii University - Nyamira Campus,certificate
Diploma in Clinical Medicine and Surgery,Kenya Medical Training College - Port Reitz Campus,certificate
Diploma in Clinical Medicine and Surgery,North Coast Medical Training College - Bomani/Kikambala Campus,certificate
Diploma in community development module 1,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Diploma in community development module II,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Diploma in Computer Science and IT Infrastructure,Graffins College - Moi Avenue Campus,certificate
Diploma in Computerized Air Travel (Foundation Level 1),Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Computerized Travel and Tourism Management,Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Conflict Management,Beam International Training Centre - Development house Campus,certificate
Diploma in Conflict Management,Beam International Training Centre - Jasho House Campus,certificate
Diploma in Conflict Management,Beam International Training Centre - Kisii Campus,certificate
Diploma in Conflict Management,Beam International Training Centre - Kitengela Campus,certificate
Diploma in Customer Service and Selling,Thika Institute of Business Studies - Highway Campus,certificate
Diploma in Customer Service and Selling,Thika Institute of Business Studies - Thika Town Campus,certificate
Diploma in Dental Hygiene,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Dental Hygiene,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Dental Hygiene,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Diatetic Management,Vision Stars Training Institute - Nature House,certificate
Diploma in Digital TV and Radio Journalism,East African Institute of Certified Studies - EAICS,certificate
Diploma in Early Childhood Development and Education - In Service,Kenya Institute of Development Studies - Tumaini House - Main Campus,certificate
Diploma in Early Childhood Development and Education - In Service,Kenya Institute of Development Studies - Naivasha Campus - Oserian Estate,certificate
Diploma in Eccelesiastical Tribunal and Matrimonial Cases,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Eccelesiastical Tribunal and Matrimonial Cases,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Eccelesiastical Tribunal and Matrimonial Cases,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Eccelesiastical Tribunal and Matrimonial Cases,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Ecumenical and Interfaith Studies,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Ecumenical and Interfaith Studies,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Ecumenical and Interfaith Studies,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Ecumenical and Interfaith Studies,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Electrical & Electronics Engineering (Power Option),Thika College of Banking and Accountancy - Nairobi Campus,certificate
Diploma in Electrical & Electronics Engineering (Power Option),Thika College of Banking and Accountancy - Thika Campus,certificate
Diploma in Electrical & Electronics Engineering (Power Option),Emurua Dikirr Technical Training Institute,certificate
Diploma in electrical engineering (Power option) Module I,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Diploma in electrical engineering (Power option) Module I,Eldama Ravine Technical And Vocational College,certificate
Diploma in Electrical Engineering(power) module II,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Diploma in Electrical Engineering(power) module III,Kenya Industrial Training Institute - Nakuru - Solai Road,certificate
Diploma in Electronics/Electrical Engineering,Beam International Training Centre - Development house Campus,certificate
Diploma in Electronics/Electrical Engineering,Beam International Training Centre - Jasho House Campus,certificate
Diploma in Electronics/Electrical Engineering,Beam International Training Centre - Kisii Campus,certificate
Diploma in Electronics/Electrical Engineering,Beam International Training Centre - Kitengela Campus,certificate
Diploma in English,Regional Center of Management - CBD,certificate
Diploma in Entreprenuership Development,Beam International Training Centre - Development house Campus,certificate
Diploma in Entreprenuership Development,Beam International Training Centre - Jasho House Campus,certificate
Diploma in Entreprenuership Development,Beam International Training Centre - Kisii Campus,certificate
Diploma in Entreprenuership Development,Beam International Training Centre - Kitengela Campus,certificate
"Diploma in Entreprenuership Module I, II & III",Thika College of Banking and Accountancy - Thika Campus,certificate
"Diploma in Entreprenuership Module I, II & III",Thika College of Banking and Accountancy - Nairobi Campus,certificate
Diploma in Environmental Audit,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Environmental Audit,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Environmental Audit,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Environmental Audit,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Environmental Health and Safety,Kenya Institute of Development Studies - Tumaini House - Main Campus,certificate
Diploma in Environmental Health and Safety,Kenya Institute of Development Studies - Naivasha Campus - Oserian Estate,certificate
Diploma in Ethical Issues,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Ethical Issues,The Catholic University of Eastern Africa - Kisumu Campus,certificate
Diploma in Ethical Issues,The Catholic University of Eastern Africa - Main Campus - Lang'ata,certificate
Diploma in Ethical Issues,The Catholic University of Eastern Africa - Nairobi City Campus,certificate
Diploma in Film and Video Production,Thika Institute of Business Studies - Highway Campus,certificate
Diploma in Film and Video Production,Thika Institute of Business Studies - Thika Town Campus,certificate
Diploma in Flight Dispatch/Operations Control,Wright Flyers Aviation Institute - Town Campus,certificate
Diploma in Food And Beverage Production And Service,Emurua Dikirr Technical Training Institute,certificate
Diploma in Food And Beverage Production And Service,Karumo Technical Training Institute,certificate
Diploma in Food and Science Technology,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,certificate
Diploma in Front Office Operations/Receptionist,Vision Stars Training Institute - Nature House,certificate
Diploma in Health and Development,Thika School of Medical and Health Sciences - Kisumu Campus,certificate
